nightly_fee,cleaning_fee,occupancy_tax_rate,avg_rating,reviews,city,max_capacity
308,77,0.11,2.14,73,Lake Casper,4
180,74,0.10,4.21,689,Glennieshire,10
108,29,0.11,4.16,355,Watsicaberg,6
185,56,0.10,4.29,981,South Aishaport,10
136,42,0.09,0.25,144,Maraville,7
237,25,0.12,3.8,620,East Daphneberg,4
133,24,0.08,0.54,621,New Andreane,2
272,68,0.08,1.38,424,New Shaneltown,4
333,67,0.10,2.38,415,Lynchfurt,5
337,64,0.11,4.63,185,Lake Seth,3
291,50,0.12,4.73,523,West Nella,5
237,72,0.12,3.32,855,West Jerald,2
129,75,0.10,3.62,724,Yasminechester,4
238,39,0.10,3.65,390,Brendonchester,9
120,73,0.10,3.71,792,New Sandrinechester,4
128,52,0.11,0.7,964,Eliseville,7
162,36,0.12,3.06,918,Andersonton,6
140,80,0.09,0.49,351,Kohlerchester,8
110,28,0.08,2.84,691,North Rossie,7
301,70,0.10,1.32,582,New Marjolaine,5
199,68,0.08,0.21,597,Bodeburgh,2
305,48,0.11,1.37,346,Brookemouth,8
321,35,0.12,1.73,355,Bashirianmouth,9
314,49,0.09,4.74,898,Gleasonhaven,4
204,76,0.11,2.39,78,Rainaland,8
313,28,0.08,1.08,470,North Ikehaven,5
118,70,0.12,4.69,407,South Ariellefort,6
315,70,0.10,2.62,392,North Floyville,6
347,27,0.09,0.07,656,Alecstad,5
90,49,0.09,0.16,667,North Gracielaview,4
232,31,0.09,4.18,479,South Christyville,4
171,55,0.12,0.25,650,East Margechester,4
300,74,0.08,0.28,531,Thielchester,7
247,62,0.08,0.64,182,Port Heather,7
334,75,0.08,1.33,824,New Chaseborough,4
240,60,0.08,3.21,12,New Joshuahmouth,7
256,22,0.10,1.19,695,Schultzstad,2
206,65,0.08,4.03,934,Nobleville,4
73,33,0.12,0.42,759,Mrazport,8
355,45,0.10,0.72,755,West Tyreefort,5
260,56,0.09,1.25,940,Borershire,8
166,29,0.11,4.16,915,Lake Zetta,2
112,51,0.12,2.28,668,Gabeside,2
267,22,0.08,1.33,409,West Heath,7
97,79,0.12,3.96,800,New Ilafurt,10
145,39,0.12,1.61,919,Lake Sonnyburgh,5
291,52,0.09,0.45,160,South Candidotown,5
83,54,0.10,1.15,485,Labadieshire,4
140,27,0.12,0.21,948,South Nelsonberg,3
198,51,0.09,2.38,321,West Charles,3
113,57,0.12,4.66,877,Schuppeview,3
295,64,0.10,2.51,807,Kristopherview,2
218,70,0.12,0.37,450,Gradyview,2
214,80,0.10,4.41,281,Lake Nicholaus,7
73,71,0.10,3.3,270,East Beaulahchester,9
130,24,0.09,1.92,547,Port Cydneymouth,5
326,41,0.11,1.29,444,Heaneyton,6
193,78,0.11,0.45,222,East Jocelynland,7
128,80,0.11,3.25,581,Camilamouth,10
209,43,0.12,2.08,602,Schaefermouth,9
288,47,0.09,3.4,473,Torphyview,7
126,34,0.11,1.9,152,New Kristofer,9
255,36,0.10,3.16,471,Toneyfort,2
87,80,0.11,3.14,857,Schulistborough,5
333,69,0.10,1.31,966,Uptonburgh,5
234,21,0.09,1.51,813,East Felipe,3
124,29,0.10,0.84,201,New Cindyburgh,3
181,22,0.08,3.83,109,Hansenville,5
184,63,0.08,1.58,316,Quitzonhaven,5
303,28,0.12,2.06,325,North Calliemouth,6
200,64,0.09,2.76,816,Joellemouth,10
300,68,0.08,4.84,685,Lake Kiana,3
358,40,0.09,1.94,636,West Kaitlinton,10
144,42,0.08,3.7,778,Port Pamelamouth,9
247,50,0.12,1.11,387,South Anais,7
318,79,0.10,3.98,133,West Abelardofort,6
74,44,0.10,3.11,280,Cormierview,2
287,47,0.11,4.34,722,Lednerville,8
87,31,0.08,1.77,719,West Gage,9
221,51,0.11,3.89,997,Gerardmouth,9
96,48,0.10,0.2,773,Quincyview,4
310,59,0.11,0.21,673,Wardshire,9
229,26,0.09,4.25,273,South Treport,6
143,26,0.08,3.19,215,North Pinkstad,8
102,75,0.11,4.03,96,McKenzieshire,8
122,47,0.09,1.96,533,West Thea,8
146,63,0.12,3.3,759,Isaacville,3
313,41,0.09,0.1,682,Coltshire,5
350,38,0.11,1.11,742,North Annetta,7
85,39,0.11,4.65,784,Tevinburgh,2
168,43,0.09,0.72,891,Markustown,9
152,55,0.12,1.92,410,Isabellaside,2
312,63,0.11,4.74,761,Port Archshire,2
254,40,0.09,0.66,528,Gerhardmouth,7
203,56,0.12,2.51,713,East Gino,5
191,27,0.11,3.46,765,Connellytown,5
354,43,0.12,4.61,906,Stammborough,4
179,35,0.11,0.01,470,Hilperthaven,10
202,23,0.08,0.76,753,Schuppeton,10
197,67,0.09,2.75,812,Port Troyfort,5
263,40,0.08,0.09,909,Macejkovicland,8
335,71,0.08,0.12,691,North Vern,5
70,41,0.11,3.15,9,Wardtown,8
273,39,0.08,1.82,130,Chaunceyfort,9
82,39,0.10,0.09,889,West Otho,9
332,40,0.11,2.76,689,Kaylahbury,9
350,49,0.12,2.19,31,West Carletonland,6
328,57,0.09,4.94,944,Leschview,2
117,36,0.09,1.72,387,Port Nia,4
347,66,0.09,4.27,494,New Yvonne,8
259,41,0.08,4.17,614,Roderickborough,7
281,62,0.13,2.06,965,East Alice,3
95,39,0.11,1.82,74,Kuvalisborough,8
288,25,0.09,4.02,89,West Vernieview,4
169,69,0.09,0.6,958,Lake Wyattmouth,4
351,36,0.12,0.87,593,Ricefort,3
292,29,0.11,1.88,297,East Chynabury,10
141,29,0.10,1.86,521,Port Reneeberg,5
358,57,0.09,4.32,313,Port Amiyahaven,10
189,73,0.10,0.11,398,Evechester,5
120,73,0.11,3.37,672,Matildafort,10
298,62,0.08,0.1,634,South Arvid,2
242,62,0.09,3.84,452,Reingerville,10
152,74,0.11,3.95,363,East Rashawnfurt,5
290,53,0.12,2.44,978,Guidofurt,5
354,48,0.11,1.16,876,Jaidafort,8
298,65,0.08,3.84,948,West Courtney,4
125,62,0.08,4.19,956,Thompsonville,5
333,51,0.12,3.35,983,Port Ericashire,4
269,25,0.09,2.41,802,Jailynburgh,2
151,70,0.09,2.45,604,Ornmouth,8
219,77,0.09,4.77,533,Lake Toney,10
208,75,0.10,1.5,184,North Beaulah,2
239,54,0.11,2.4,793,South Kaden,3
159,24,0.10,3.31,61,Theohaven,8
148,57,0.09,0.37,185,North Florian,10
73,74,0.10,0.75,431,Bogantown,7
225,32,0.1,2.21,650,Harriston,10
288,41,0.11,1.4,23,Keelymouth,9
87,34,0.10,2.74,223,North Maeve,5
164,43,0.08,2.62,720,New Allan,3
318,77,0.10,1.04,563,Hayesburgh,3
174,65,0.12,2.83,843,Loyalburgh,4
319,62,0.09,4.66,71,Martinaside,10
282,44,0.10,2.45,225,East Marjolaineland,4
341,75,0.11,2.98,704,Baileymouth,8
323,75,0.08,4.39,935,Weldonbury,3
263,40,0.08,4.96,141,Port Anabel,3
197,80,0.12,0.58,279,West Johannaborough,4
281,36,0.11,0.16,622,Breitenbergport,8
198,35,0.11,4.76,8,West Georgiannaview,8
358,65,0.12,3.39,683,Thielhaven,8
204,58,0.12,2.46,56,Jaylanbury,4
95,28,0.11,3.72,827,Schroederland,4
327,55,0.12,4.32,720,Mayerfort,5
76,44,0.08,2.26,146,Huelsmouth,4
237,54,0.11,3.71,263,North Edisonfort,9
325,58,0.12,1.57,750,Port Danteport,10
299,37,0.11,4.79,860,Adamstown,2
328,50,0.10,0.24,412,South Reanna,6
196,57,0.11,4.35,593,Darwinton,8
225,54,0.09,4.73,436,Rosalynland,7
300,37,0.08,1.27,273,Bodeborough,2
74,72,0.09,3.46,334,Donnellberg,3
133,52,0.11,1.09,709,Schoenfort,7
163,78,0.11,1.86,20,East Demondstad,9
257,80,0.12,1.26,517,Port Rosinaland,9
71,32,0.11,1.93,332,Port Soniaview,3
262,40,0.08,1.56,854,East Sydnee,4
337,59,0.10,2.59,115,Lake Devyn,5
245,75,0.10,1.58,485,Mercedeshaven,6
318,59,0.10,0.63,57,Salvatoreberg,3
114,47,0.10,3.11,943,Lydiafurt,5
186,42,0.12,0.31,179,North Charlene,8
344,70,0.08,1,75,Port Deangeloburgh,7
210,65,0.09,3.85,425,Artview,6
275,43,0.12,1.93,972,South Ludwig,7
225,70,0.08,1.99,156,Lednerhaven,10
149,52,0.11,0.2,844,West Karson,3
113,59,0.12,2.93,678,Tonifurt,9
287,68,0.08,2.35,994,New Jaymeport,10
356,21,0.08,3.12,53,New Filomena,9
120,65,0.11,1.53,651,Rodriguezburgh,2
338,42,0.11,0.33,366,Cronaport,5
287,28,0.11,4.55,266,North Adityashire,2
209,72,0.09,1.94,237,Emelystad,10
237,26,0.10,2.22,826,South Irving,10
78,32,0.09,4.51,70,Smithshire,10
279,63,0.11,4.76,710,South Carlofurt,7
316,39,0.12,3.65,729,Port Dustin,10
262,37,0.12,4.77,952,East Orlando,4
96,32,0.13,2.98,188,North Shaniya,2
232,78,0.12,1.02,866,Kyliestad,2
301,53,0.08,1.94,917,South Zelda,10
88,26,0.12,0.21,883,Presleyland,10
64,65,0.10,4,253,Hillsberg,4
114,80,0.09,4.38,267,Brekketon,9
229,65,0.09,1.48,170,Monicastad,2
179,47,0.09,0.09,322,Hermanville,6
184,31,0.12,2.16,944,Kaydenshire,8
330,33,0.10,1.21,535,South Jenningsview,9
320,23,0.09,1.78,160,Reillyberg,2
75,50,0.10,4.5,928,Giannistad,9
142,73,0.11,3.96,773,Alecburgh,8
248,67,0.11,1.04,889,Kertzmannton,8
294,68,0.11,2.98,176,Lake Skye,3
132,70,0.11,3.45,550,South Bernardtown,10
237,32,0.09,3.29,590,Port Jailyn,10
243,27,0.12,0.82,319,Ronaldoside,2
322,45,0.10,3.77,291,Zulaufborough,9
330,51,0.12,2.93,308,Makennaview,2
172,72,0.11,0.31,963,East Marianhaven,9
196,68,0.11,1.65,42,North Kirk,6
246,40,0.09,0.52,696,Port Mariannaburgh,6
196,59,0.09,3.76,931,North Ernaburgh,7
165,76,0.12,1.75,200,South Brendanstad,10
138,39,0.12,0.96,288,Jasenport,6
158,61,0.1,0.78,875,Bashirianshire,8
289,44,0.08,3.46,398,Craigville,6
330,63,0.09,3.55,262,West Sheila,10
341,71,0.10,2.89,226,South Araton,7
266,43,0.10,2.1,69,Pablotown,8
187,24,0.09,3.91,334,West Geraldton,2
252,48,0.11,4.64,99,South Berry,5
219,73,0.10,2.56,21,South Stefanieside,9
154,55,0.09,4.3,533,West Lavontown,2
351,63,0.09,2.63,62,East Presleyborough,10
180,70,0.11,3.71,855,Smithamton,7
360,27,0.09,2.72,560,North Titoville,2
218,37,0.09,2.95,676,New Jeromytown,4
74,25,0.08,2.47,357,Schultzmouth,7
253,38,0.1,2.23,244,Kayceeville,10
332,71,0.12,1.46,507,Jennyferborough,2
93,72,0.12,2.06,909,Bechtelarbury,2
238,41,0.10,0.03,295,New Marcelinomouth,7
180,46,0.08,3.9,904,Stantontown,6
93,66,0.11,2.18,881,Waltertown,5
106,60,0.1,1.17,409,Bashirianchester,2
156,77,0.10,1.25,796,Sengerton,2
204,78,0.08,0.84,59,Malachiland,3
136,74,0.08,1.39,836,Heathcotefort,3
251,25,0.12,3.92,615,West Elroymouth,10
218,29,0.10,1.32,967,Jastburgh,10
309,69,0.11,1.85,933,North Dejamouth,7
359,31,0.09,1.79,563,Koeppside,8
234,74,0.09,2.94,978,North Dario,4
220,64,0.12,3.61,622,North Everardotown,2
130,54,0.09,2.66,347,New Jasper,6
313,64,0.11,1.89,248,West Brennaport,3
230,61,0.08,4.5,915,North Kaylah,2
232,57,0.10,4.8,744,Baileyshire,4
263,59,0.09,1.85,337,Conroytown,7
209,50,0.08,4.5,37,Heidenreichborough,8
192,45,0.08,2.02,518,Welchbury,4
166,65,0.11,3.38,256,Weimannport,8
94,36,0.11,2.56,873,Johnstonborough,4
79,41,0.11,2.91,645,South Thaddeus,6
93,80,0.11,2.4,314,Port Audreannebury,8
125,38,0.09,4.95,599,West Johan,10
63,27,0.11,0.1,24,Jerdeport,4
260,74,0.10,2.59,807,Pagachaven,6
177,65,0.09,2.55,624,Emilyborough,3
215,58,0.09,3.5,82,Ceceliachester,4
141,77,0.11,4.87,539,Port Vivianeland,9
360,70,0.11,3.89,949,Port Merlechester,6
285,26,0.08,3.34,195,Rodriguezstad,6
249,37,0.09,3.69,577,Pagachaven,4
303,21,0.09,3.63,275,Faestad,3
114,60,0.10,1.01,589,Oceanefurt,3
222,29,0.11,4.76,765,North Ladarius,4
359,39,0.12,0.55,348,North Arvid,5
307,54,0.11,4.84,439,East Lucile,4
349,38,0.09,2.9,813,West Josue,10
80,71,0.11,1.93,327,South Sadyeland,8
188,46,0.09,0.24,838,Greenview,7
328,55,0.08,3.92,383,Lelaport,5
285,22,0.08,3.58,969,Port Melyna,3
196,53,0.08,3.69,24,North Santino,7
181,51,0.09,3.57,793,Schillerbury,10
78,34,0.12,3.41,151,North Gerardfurt,2
270,61,0.09,3.56,449,Sophieburgh,5
294,71,0.09,2.92,74,North Nyah,3
291,69,0.11,4.05,465,Littelstad,5
231,49,0.08,2.44,149,Westville,2
97,35,0.08,0.98,418,West Greta,7
192,50,0.11,4.36,392,West Carolyne,6
137,77,0.11,4.16,364,Gibsonshire,7
118,52,0.08,0.86,790,Gagechester,4
272,36,0.08,0.25,230,Reingermouth,5
222,76,0.09,2.87,870,South Dedricview,4
234,61,0.10,1.85,479,Isomstad,3
120,22,0.11,0.88,3,Ferrystad,8
357,79,0.10,0.1,725,East Turner,4
309,79,0.08,1.76,978,Ellieton,7
90,36,0.12,3.18,760,Joyview,8
349,47,0.12,4.63,594,South Dolly,5
170,41,0.12,0.68,306,New Charlesport,8
203,49,0.08,1.44,391,North Federico,7
111,38,0.10,4.27,516,Lilyanton,2
86,32,0.09,1.86,270,Daughertyshire,8
117,61,0.08,4.16,998,East Lesleyside,10
133,25,0.12,4.18,178,Bruenfort,7
85,75,0.12,0.79,181,Port Xandershire,8
275,34,0.11,3.83,850,East Ottilieborough,8
138,34,0.12,0.02,354,Lake Michaela,3
115,40,0.10,4.71,440,North Franciston,9
220,57,0.08,0.84,275,Maymieshire,9
341,71,0.12,4,329,East Geoffreymouth,6
175,67,0.10,3.37,413,Lake Gregorio,3
321,61,0.10,0.96,600,North Bulah,7
329,33,0.11,0.47,56,Port Ludie,9
301,33,0.09,4.92,90,Gulgowskishire,10
109,27,0.10,2.14,455,Kulasmouth,6
86,67,0.09,4.32,767,North Jamarborough,8
149,35,0.09,2.03,76,Port Johann,4
144,32,0.11,2.5,385,West Gregoria,10
209,57,0.08,2.43,73,Jaunitaland,6
100,79,0.09,2.49,744,Lake Brielle,9
73,80,0.12,1.54,653,Stantonburgh,5
158,29,0.10,2.45,927,Raeganland,2
104,66,0.10,3.25,984,Romagueraside,3
139,26,0.10,1.34,999,Port Kelsieville,6
287,61,0.11,1.8,589,Ritchieton,10
186,71,0.10,2.2,644,North Pablo,10
77,72,0.11,2.72,477,West Janelle,4
261,52,0.12,2.25,808,South Aliyahview,10
80,62,0.09,3.4,131,West Clifton,3
355,55,0.09,2,777,Port Olin,3
218,55,0.12,2.03,674,Port Kaylahfurt,6
316,77,0.09,3.6,681,New Elijahbury,9
257,77,0.10,4.2,495,Lake Anibal,5
312,36,0.09,2.16,341,Lake Ryleystad,7
315,60,0.12,3.4,922,Tomasaborough,7
86,71,0.09,1.99,446,Alainamouth,6
120,44,0.11,4.56,574,West Jody,7
347,71,0.12,3.33,883,New Emanuel,2
264,64,0.09,2.94,719,South Maryjanetown,6
110,25,0.11,0.06,558,Cassinton,9
109,22,0.11,2.51,768,Port Bradly,8
204,76,0.11,3.75,699,North Johnpaul,3
245,69,0.12,3.37,613,Thadtown,7
120,79,0.08,3.71,896,East Aliaburgh,6
314,78,0.1,2.29,773,New Bricemouth,9
281,71,0.08,3.02,274,West Rodrigo,3
338,53,0.10,3.15,320,Langoshfurt,7
83,75,0.10,0.21,957,New Filiberto,8
73,49,0.08,2.52,343,Marisolmouth,4
106,42,0.08,4.9,646,South Anjali,6
177,35,0.10,0.4,665,West Shyannhaven,8
168,69,0.09,3.39,814,Greenmouth,9
142,45,0.10,4.15,908,New Mathildeside,2
286,29,0.09,3.85,812,Bobbyhaven,4
133,44,0.08,2.29,895,West Coraliemouth,7
166,53,0.11,0.2,482,Rickyshire,10
318,37,0.12,4.06,80,North Martinamouth,10
193,54,0.11,2.42,454,Okunevashire,2
268,34,0.08,0.23,769,Bartonborough,6
256,54,0.12,0.31,861,East Nettiebury,6
158,51,0.10,4.7,65,North Jarodfort,9
113,30,0.09,4.03,559,Adrainview,10
290,33,0.12,2.09,138,New Bayleemouth,4
82,28,0.12,2.82,984,East Sidmouth,9
180,65,0.13,3.17,537,North Bertrand,3
206,31,0.10,3.17,952,New Colleen,5
331,49,0.11,2.15,847,West Amanichester,3
354,45,0.08,3.34,301,Pollichfurt,5
162,78,0.08,3.73,130,Jessfurt,10
190,40,0.12,3.07,168,Rueckerchester,8
283,50,0.12,4.76,910,South Rutheport,2
69,46,0.12,2.55,161,Aracelimouth,6
232,44,0.12,3.18,614,Konopelskimouth,2
286,25,0.10,2.84,124,Luettgenmouth,4
282,41,0.08,4.48,190,New Carley,9
71,30,0.08,3.44,839,Port Bettyebury,4
360,35,0.12,2.32,203,Franciscaside,10
168,76,0.08,2.67,396,Sydniborough,5
251,26,0.10,0.51,687,New Ottiliechester,8
71,29,0.09,0.71,602,North Oraside,3
277,72,0.11,4.56,665,Cooperhaven,3
131,37,0.10,3.27,535,Frankfurt,2
138,66,0.08,3.97,363,Leannaberg,9
324,58,0.08,1.16,303,North Daisha,7
126,52,0.10,3.73,59,North Tobinborough,4
188,62,0.09,2.2,952,Jenniferfurt,9
147,59,0.12,1.37,979,Gloverburgh,8
181,68,0.1,2.23,747,Anabelfort,8
227,67,0.11,3.43,617,Joliefurt,2
297,72,0.11,3.88,104,Cyrilport,5
154,30,0.12,4.27,633,South Kameron,2
240,28,0.11,3.33,9,Garryfort,8
208,49,0.11,2.04,281,Theronview,8
327,73,0.10,2.64,413,Port Jaunita,4
274,61,0.10,4.34,801,Vandervortland,8
248,32,0.09,3.55,606,Roweberg,5
231,80,0.09,2.65,345,Ilachester,3
228,60,0.10,3.94,370,Alenaton,5
339,29,0.09,0.58,941,Helenaborough,2
268,30,0.09,4.18,411,Auerberg,6
89,72,0.12,4.06,936,North Emmanuelle,4
343,37,0.09,0.43,553,New Johnny,6
227,58,0.12,3.48,841,Antoneton,5
283,75,0.11,3.97,583,Jerdeborough,4
138,25,0.09,4.15,917,East Haylie,8
91,79,0.08,3.1,168,Krisport,7
192,59,0.12,1.95,410,Lake Helen,9
287,48,0.09,0.61,903,New Damarischester,4
200,49,0.09,0.46,402,Shayleeland,3
114,62,0.08,0.48,226,North Doloresborough,3
261,61,0.10,4.42,295,Lake Reynoldside,10
278,38,0.09,3.83,34,Port Frederic,9
75,54,0.11,1.56,129,Torpview,9
225,34,0.09,4.98,810,New Hazlebury,10
148,27,0.09,2.03,28,Mitchellbury,10
355,71,0.12,0.12,841,New Issacchester,10
196,43,0.09,1.63,857,Nickolasshire,5
346,29,0.08,1,690,South Jamarfurt,7
276,65,0.09,1.13,138,Mosciskiport,5
264,49,0.08,2.59,255,West Salmachester,7
109,59,0.12,2,105,Maggioburgh,8
305,26,0.08,0.65,562,New Yvonnebury,2
78,28,0.11,4.98,872,Emilyview,8
76,70,0.08,2.61,464,Mandystad,2
199,51,0.10,3.09,854,South Ethel,4
61,23,0.08,1.98,450,New Carmen,7
259,25,0.09,3.11,146,Jacobifurt,7
74,65,0.09,4.4,527,Cronamouth,2
150,57,0.08,0.91,46,North Rileyshire,3
261,25,0.1,3.68,599,North Clair,7
174,51,0.11,0.47,131,Nathentown,2
314,27,0.12,4.84,268,Dominiquestad,4
153,50,0.12,0.72,815,Port Arimouth,7
233,72,0.11,4.74,497,East Emilia,10
344,79,0.10,0.98,15,South Thora,10
142,50,0.09,3.25,348,DuBuqueville,3
265,61,0.12,0.16,201,North Miller,2
235,31,0.08,1.19,863,Lake Emelia,7
137,28,0.08,0.06,188,Brionnaport,7
293,68,0.11,2.02,934,Wiegandton,4
223,54,0.08,3.76,127,East Hipolitostad,4
94,44,0.10,1.74,602,North Shaniamouth,5
179,77,0.10,2.91,439,Ivahberg,10
80,29,0.09,2.36,42,Port Emilia,3
181,53,0.08,0.58,984,North Ned,2
159,59,0.09,4.75,907,Kossberg,3
254,79,0.12,4.17,388,Melisaburgh,10
131,23,0.10,1.19,384,North Marquisetown,7
114,43,0.10,4.21,890,North Danaport,4
144,43,0.09,3.71,137,Krisville,4
313,33,0.12,0.63,825,Hansenland,5
138,40,0.12,1.91,344,Quigleyborough,8
75,39,0.11,2.63,815,New Scotstad,2
170,61,0.12,2.2,595,East Jenaland,10
278,38,0.12,1.77,466,Gibsonchester,3
157,79,0.11,3.59,473,Chasityland,9
343,40,0.10,3.4,495,New Judeport,9
224,66,0.1,4.58,370,New Samantaport,8
156,72,0.08,2.46,422,Juddshire,5
344,31,0.11,0.95,885,Mullerside,2
324,63,0.11,3.08,100,Enachester,10
155,26,0.12,2.33,377,New Jaquanton,5
107,46,0.11,4.01,168,Jesseview,5
314,49,0.11,3.9,645,Eastonview,6
180,56,0.10,0.28,374,Gradyfort,7
85,78,0.09,1.09,293,Thielchester,9
73,49,0.09,4.15,336,North Reyes,10
233,53,0.08,4.49,786,South Danteshire,3
117,52,0.09,3.76,497,West Natside,6
168,80,0.10,2.24,586,Stromanville,9
177,78,0.10,2.99,323,Maidaport,10
155,48,0.11,4.15,335,East Krystinaton,9
345,56,0.12,2.31,284,New Zorafurt,2
171,51,0.08,1.54,246,Carsonview,6
149,52,0.11,4.91,785,Lake Giovanny,7
94,75,0.08,2.81,950,Lake Callie,9
189,68,0.11,4.56,143,Lakinshire,10
105,45,0.08,2.16,688,Deckowberg,10
233,42,0.10,1.96,22,Alizetown,7
110,31,0.08,4.11,534,South Irwin,4
268,65,0.1,1.02,260,Gleasonberg,5
106,63,0.11,3.75,437,Percyside,3
77,76,0.09,0.36,971,Hartmannview,9
127,50,0.10,4.99,829,Yundtside,3
348,49,0.13,4.72,622,South Gabriellafort,2
160,42,0.11,4.2,583,Isabellbury,10
111,30,0.12,2.53,469,Russellview,3
79,75,0.09,3.22,781,Fadelbury,6
258,68,0.11,3.81,886,Hettieville,10
343,25,0.08,1.83,418,Gabeview,2
159,61,0.09,0.58,73,West Dedrick,4
180,44,0.09,3.76,389,Reichertport,7
71,58,0.10,1.11,147,Nestorborough,2
195,52,0.09,4.66,948,Ziemeview,7
133,37,0.09,2.49,134,Jamelfort,8
163,57,0.12,0.32,539,North Etha,5
159,29,0.08,4.83,426,Lake Rahsaanville,6
347,79,0.11,3.56,655,Quigleyburgh,5
222,41,0.10,3.49,732,Padbergbury,6
245,74,0.08,2.24,621,Elliotshire,10
213,53,0.11,4.38,880,East Kendallmouth,10
230,66,0.11,2.51,121,North Lilamouth,6
129,55,0.09,3.72,846,Veummouth,10
109,30,0.11,4.54,892,Marielaburgh,10
254,49,0.12,1.49,511,South Ofeliahaven,9
158,56,0.12,0.86,517,East Germainechester,10
175,48,0.11,3.18,911,Nyahville,8
180,51,0.11,3.64,902,West Janice,10
299,41,0.08,0.89,936,North Vita,6
151,31,0.1,1.65,33,New Porterchester,4
210,63,0.11,3.03,312,North Bradland,2
62,49,0.11,0.18,470,East Ignatius,9
164,38,0.09,2.27,200,Littelbury,6
120,79,0.12,0.23,660,Lake Nickolas,10
307,60,0.10,1.09,693,Westburgh,7
106,54,0.08,0.9,375,West Quinton,2
336,42,0.08,4.76,344,Port Agustinaview,8
152,29,0.09,4.38,322,East Fridaberg,6
128,56,0.11,4.22,470,Susanafurt,6
331,69,0.11,1.8,39,Bayertown,4
241,23,0.09,3.13,837,North Earleneview,6
308,27,0.09,4.2,417,Victorburgh,7
206,75,0.08,4.1,676,Quitzonview,5
327,44,0.10,1.65,616,Sierrashire,6
140,76,0.10,2.51,700,Corwinberg,7
320,26,0.08,1.23,385,Omaland,8
227,54,0.11,4.09,145,Trantowfort,7
277,35,0.09,3.84,819,Roweview,3
353,40,0.11,0.69,543,North Ansley,3
220,78,0.09,3.46,698,Port Benedictton,7
78,57,0.11,4.21,204,Port Jerrymouth,8
144,27,0.12,4.81,217,Eastonside,8
165,64,0.09,2.42,883,West Zakary,2
315,42,0.08,0.02,298,New Libbie,6
169,38,0.10,3.32,530,Sydneeview,4
274,54,0.12,1.64,464,North Giovanni,5
263,79,0.10,0.59,105,Romainestad,6
326,39,0.10,2.98,410,West Gregoria,9
246,60,0.08,0.37,591,North Lenny,7
107,62,0.10,3.99,591,Medhursthaven,3
217,34,0.09,0.35,82,West Kurtville,9
208,30,0.09,4.3,625,New Kayfurt,3
154,37,0.09,2.86,981,Isabellatown,7
159,28,0.08,3.66,237,Imaborough,9
94,73,0.12,1.08,866,Port Nathen,6
71,50,0.08,0.91,667,Boscoberg,10
182,40,0.11,0.54,862,Macejkovicshire,2
212,46,0.11,2.68,954,South Herta,2
242,39,0.08,4.95,423,East Garfieldmouth,8
93,22,0.1,2.73,222,Port Rex,7
319,32,0.11,1.17,851,New Pascale,5
81,48,0.09,2.47,925,Lake Bethel,2
294,48,0.10,2.18,315,Port Kenna,2
246,51,0.12,1.08,810,Port Gunnarbury,2
83,42,0.08,2.43,26,Bretttown,4
272,54,0.11,2,455,Kielburgh,4
131,41,0.13,2.28,415,East Jazmyn,4
72,31,0.09,4.29,317,South Reggie,5
349,36,0.10,4.44,174,Kimberlymouth,2
234,49,0.09,3.37,411,Hazelchester,9
211,76,0.11,4.22,48,Croninchester,6
95,60,0.11,4.93,421,Hectorhaven,2
134,57,0.10,1.18,97,Brionnaborough,8
329,36,0.10,3.41,447,North Edythburgh,6
270,77,0.09,1.14,854,East Elisastad,4
194,63,0.08,1.23,629,Deanview,5
193,27,0.11,3.5,27,Dooleystad,9
129,69,0.09,3.73,354,South Mayra,10
332,78,0.11,4.93,829,West Hermannshire,2
249,70,0.08,0.14,23,Veumburgh,4
315,57,0.09,1.42,909,South Nikko,2
302,33,0.1,4.23,1,Eliseoland,8
264,41,0.09,1.94,156,New Erinville,5
111,66,0.10,0.54,411,East Marleyside,10
296,37,0.12,4.83,549,North Shayne,4
309,53,0.12,4.61,466,Schultzmouth,7
66,23,0.08,4.61,499,Goldnertown,3
219,69,0.11,2.26,648,South Laurynview,5
171,66,0.09,1.26,511,Lake Kyla,8
234,40,0.12,0.91,557,Port Dino,3
146,52,0.10,2.05,679,New Cullen,9
210,42,0.09,1.04,453,Wymanburgh,10
99,60,0.11,2.76,178,Tatumville,9
319,56,0.11,4.69,888,New Gabehaven,10
334,29,0.08,0.82,517,West Bulahshire,10
331,31,0.10,2.18,387,Satterfieldstad,10
304,56,0.09,4.74,255,East Juvenal,10
218,51,0.11,1.03,661,East Janaeshire,6
273,46,0.08,4.09,305,Jailyntown,6
145,40,0.09,0.55,355,Ezrafort,7
105,46,0.12,0.97,820,East Axel,5
183,79,0.11,0.12,890,Port Jolie,4
293,61,0.11,4.22,122,Stoltenbergtown,9
302,68,0.09,3.03,581,Grahamburgh,7
307,59,0.12,3.8,45,Fridaside,3
152,51,0.11,2.4,698,Jordyland,3
98,42,0.11,4.22,987,West Braulioport,2
167,36,0.08,2.91,300,Port Madgefurt,9
188,69,0.09,3.76,822,New Van,2
113,22,0.12,1.82,218,New Madalynshire,9
196,45,0.09,3.31,870,Haileyville,7
255,37,0.12,0.3,757,Altenwerthborough,4
74,60,0.08,0.72,668,East Danaview,7
263,70,0.12,4.5,799,Pedroburgh,9
290,49,0.12,1.98,460,Brandohaven,4
211,21,0.10,0.34,169,South Tyrese,8
251,70,0.11,3.41,444,South Aiyana,2
